intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
4250000,0.0023520296632446942,0.8049242424242424,0.0023520296632446942,0.0015131765928045708,3.632941176470588,3.0,2.4373268015832967,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_023412475.1 Fibrobacterota bacterium,9ec05c2bfe58088484bbfac8a0625129,0.8049242424242424,4250000,0,1802700000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.8880954859994312,0.9957539983964206,0.941924742197926,0.9957539983964206,False,1544,1544,1020370
3920000,0.0021694014776280474,0.8769574944071589,0.0021694014776280474,0.0024971333927888903,6.5,6.0,3.9544601530475454,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_040772185.1 Kiritimatiellia bacterium,249f77aa0eda5a949bed005d6c252d76,0.8769574944071589,3920000,1,1798780000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.8866891029789494,0.9974288648715686,0.942058983925259,0.9974288648715686,False,2548,4092,1020370
3880000,0.0021472647278563324,0.97,0.0021472647278563324,0.002208022580044494,5.806701030927835,5.0,3.0773962155235273,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_028686755.1 Bacteroidales bacterium,048f5e9d9a0fd5cb04b7947c2e7f8c5f,0.97,3880000,2,1794900000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.8865108007725966,0.9994029389494827,0.9429568698610397,0.9994029389494827,False,2253,6345,1020370
3020000,0.001671324607764465,0.934984520123839,0.001671324607764465,0.017602438331193588,59.473509933774835,66.0,46.90476783117318,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_000204415.1 Methanothrix soehngenii GP6,b100762fffa8b0da7337e9289fa0f0b7,0.934984520123839,3020000,3,1791880000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.8821657897815242,0.9986827251173119,0.940424257449418,0.9986827251173119,False,17961,24306,1020370
2980000,0.0016491878579927503,0.8054054054054054,0.0016491878579927503,0.0017366249497731215,5.946308724832215,5.0,14.665526044425496,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_034927375.1 Christensenellaceae bacterium,739efa2d854976640cd542e754fe55a2,0.8054054054054054,2980000,4,1788900000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.881935184931826,0.9957656662737387,0.9388504256027823,0.9957656662737387,False,1772,26078,1020370
2880000,0.0015938459835634633,0.7236180904522613,0.0015938459835634633,0.002008095102756843,7.114583333333333,6.0,4.794100378329599,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_028700855.1 Kiritimatiellia bacterium,b5593b23681aec6539c23b6dba709fbf,0.7236180904522613,2880000,5,1786020000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.8813451255610161,0.9936771030939966,0.9375111143275063,0.9936771030939966,False,2049,28127,1020370
2760000,0.001527435734248319,0.7863247863247863,0.001527435734248319,0.0017219243999725589,6.365942028985507,6.0,3.5975232296600543,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_000613805.1 Phocaeicola paurosaccharolyticus JCM 15092,65d7df768a5b634b4ac75383f22a8737,0.7863247863247863,2760000,6,1783260000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.8806099478728121,0.9952976524313465,0.9379538001520793,0.9952976524313465,False,1757,29884,1020370
2760000,0.001527435734248319,0.9419795221843004,0.001527435734248319,0.006918078736144732,25.57608695652174,24.0,14.863802224604198,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCF_013418565.1 Acinetobacter sp. YH12135,312acb3ef7d9f8e490096f7deb9c9e8e,0.9419795221843004,2760000,7,1780500000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.8806099478728121,0.9988286915512112,0.9397193197120117,0.9988286915512112,False,7059,36943,1020370
2610000,0.0014444229226043886,0.9,0.0014444229226043886,0.0036339759106990602,14.206896551724139,14.0,6.968134252890794,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_012728155.1 Bacteroidales bacterium,b4c020da774d28d337d1e4b8d48992d9,0.9,2610000,8,1777890000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.8796455961389897,0.9979362400232081,0.9387909180810989,0.9979362400232081,False,3708,40651,1020370
2580000,0.0014278203602756025,0.9052631578947369,0.0014278203602756025,0.0032429412860040968,12.825581395348838,13.0,4.519188701796437,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb/,GCA_028703265.1 Candidatus Sumerlaeales bacterium,ee0e8d5c585eb28156dee5e9b7cba22d,0.9052631578947369,2580000,9,1775310000,-,SRR8655119,f2f0654f,1806950000,51,DNA,10000,180695,True,0.8794462182177556,0.9980503423633124,0.938748280290534,0.9980503423633124,False,3309,43960,1020370
